token,frequency
gizlədən,1
çaşdıran,1
Meyxanədən,1
düşürən,1
Öləndən,1
Məzarına,1
"qıyqacı,",1
çürük,1
Rəbbidir,1
"Şafi,",1
biləndir,1
"eşidəndir,",1
"bağışlamırmı,",1
Minərsən,1
"qatırı,",1
"altın,",1
İdarəçi,1
Ağqız,1
Piri,1
ağadır,1
yaşda,1
"dindaşın,",1
"səri,",1
Soruşarlar,1
çəkərlər,1
"baltanı,",1
Söylərsən,1
"sərsəri,",1
"doğrayar,",1
Olunandan,1
"sorğu-sualın,",1
"imkanın,",1
Savılmaz,1
"qalmaqalın,",1
Münkir-Nəkir,1
"ötüşər,",1
Sor,1
Divar,1
"bitişər,",1
oyum-oyum,1
"oyar,",1
"Oxuyaram,",1
tövbələri,1
"rəhimlidir,",1
"olduğuna,",1
"inanmayıbsan,",1
sürüşər,1
çatlayar,1
"dayağın,",1
Şiə,1
dolar,1
Qalarlar,1
"yaxa-yaxa,",1
"alt-üst,",1
Tutubsan,1
Kişilərin,1
"Şahının,",1
"gülərsən,",1
Əhli-sünnət,1
vəl-cəmaət,1
"davamlı,",1
Gedərlər,1
"dəstə-dəstə,",1
"xasiyyətlisinin,",1
dillinin,1
"sözlünün,",1
ballının,1
"tellinin,",1
"təbiətlinin,",1
mələkə,1
"oxşayanın,",1
"guşəlinin,",1
qollunun,1
"gözlünün,",1
mübariz,1
"nəzərlinin,",1
"tərlinin,",1
"sinəlinin,",1
"kəmərlinin,",1
bellinin,1
"mehribanın,",1
"məhəbbətlinin,",1
"mərhəmətlinin,",1
"şəfqətlinin,",1
camallının,1
"Məkkəni,",1
Mədinəni,1
sürtmək,1
eylə.,1
Yarı,1
səbrü-qərarı,1
kəsilib.,1
Mədinəyə,1
"çevirib,",1
düşübdür?,1
Xalı,1
"həcərül-əsvəd,",1
dəhanı,1
"zəm-zəm,",1
"olsaydım,",1
vəbalına,1
xət,1
Qəmzəsi,1
yağıdan,1
yaralıdır.,1
dağıdır;,1
"zülf,",1
"göftarlı,",1
"şirindil,",1
ənbərbu,1
maralına,1
"kərəm,",1
bəxşişlər,1
işıqlar,1
gəlişinlə,1
səfalar,1
təqdirəlayiq,1
"təzahür,",1
təxmin.,1
"gözləyirdik,",1
tutiyalar,1
taxtgahı,1
çətinlikləri,1
həllər,1
"nüsxə,",1
"yazısı,",1
fərmanının,1
fitrətin,1
başlanğıcının,1
Varlığının,1
"mənası,",1
"köməyidir,",1
Sadiqlərə,1
ehsanlar,1
səxavətlər,1
"Fəğfuru,",1
"Fridunu,",1
Qeysəridir.,1
göylərində,1
"böyüyü,",1
parıltılar,1
Nizamla,1
"gəlirsiniz,",1
"Qaqqıldaşa-qaqqıldaşa,",1
görərəm,1
danışırsınız,1
Veribsiniz,1
"baş-başa,",1
"varam,",1
"zaram,",1
"eyləməyin,",1
yatağıdır,1
"məkanlar,",1
"gedin,",1
səsiniz,1
"eşidilər,",1
toxunsun,1
"keçənlər,",1
Sürünüz,1
çaş-baş,1
"alışdı,",1
sizdə,1
"sevərsinizsə,",1
Bağrınız,1
"dönməsin,",1
QASIM,1
BƏY,1
ZAKİR,1
A,1
piyalə!,1
"Yetkinləşmisən,",1
Yadlarla,1
həyasızdır,1
edər;,1
ədavəti,1
qaşqabaq,1
görünəndə.,1
Mədənisən,1
"rəftarın,",1
"nazın,",1
"qəmzən,",1
bərabərin,1
sənin;,1
"qönçənin,",1
dil-dodaq,1
sənə?!,1
Cəvahirat,1
qolbaqlar,1
biləyi,1
"qucar,",1
əl-ayaq,1
zayil,1
şəmayıl,1
olmaz;,1
dikibdir.,1
"varlı,",1
Göndərir,1
öyrənməyə.,1
"xərclərini,",1
biliklərini.,1
"tamamlayır,",1
Biliyi,1
Əllamə,1
"qayıdanda,",1
çəmənə.,1
soruşar:,1
"övlad,",1
illərdir,1
göndərmişəm,1
"Oğul,",1
"çataq,",1
"etmisən?""",1
həyatımın,1
"ata,",1
nicatım,1
ata.,1
savadsız,1
sualın,1
gətirim,1
elmimi,1
"göstərim?""",1
"""Qısaca",1
elmlərindən,1
"olar?""",1
heyətin,1
"nədir?""",1
qısaca,1
Oğlaq,1
Şaxta,1
"dəlili,",1
Bilərsən,1
"vaxtdır,",1
"zaman.""",1
mu,1
"etmisən?..""",1
Utandı,1
"sayan,",1
Ayıq,1
"naləsi,",1
iniltili,1
sirr.,1
tarı,1
qucağından,1
"buraxmaz,",1
Düşməz,1
yıxanların,1
"çiynindən,",1
"assa,",1
huşundan,1
pambığını,1
qulağından,1
damına,1
"adamsansa,",1
musiqar.,1
Müğənninin,1
nəfəsinə,1
"dirildib,",1
bəm,1
zidd,1
"Coş,",1
Musiqi,1
Davudun,1
cansızlara,1
"dinlər,",1
ayıq.,1
"dəf,",1
bərbət,1
"ud,",1
onlardakı,1
"ahəng,",1
ləhn,1
şühudun,1
"mahiyyəti,",1
coşub,1
"məbud,",1
səttar.,1
Tarı,1
əşyası,1
"qılmandır,",1
sübhanın,1
səhvinə,1
istiğfar,1
piyalələri,1
naəhlin,1
İşarələrlə,1
Mehdiyə,1
yalvar,1
dürdanələri,1
Kərim,1
şahvar,1
ediblər,1
Həbəşistanlı,1
"qalın,",1
qara.,1
Yerin-göyün,1
Yaradanı,1
Rəbbin,1
"bəxşişidir,",1
gözəlliyi.,1
saxlamazdım.,1
"versələr,",1
müshəfini,1
"xətt,",1
qüsurlar,1
imanımda.,1
rəftardır,1
boylu-buxunlumda?,1
komanımda.,1
düşkünü,1
getməsin.,1
fəsada,1
sövq,1
şüura,1
Xalis,1
örtər.,1
ağılına,1
salma...,1
fəsadların,1
"anasıdır,",1
zamanlar,1
"içən,",1
meyxanaçı,1
idim:,1
Evim,1
nağara,1
əhli;,1
Məşrəbim,1
"Arı,",1
"namusu,",1
atdım.,1
çəlləyin,1
ayağında,1
yatdım;,1
"çəkməmiş,",1
Yerimdən,1
ayıla,1
bilməzdim;,1
"elmim,",1
fərasətim,1
hörmətim,1
camaatla,1
Ağılımı,1
əzdim;,1
Məstlikdən,1
ayılan,1
ar;,1
"dostlarım,",1
köməkçilərim,1
qalmamışdı;,1
"çıxmışam,",1
dilxora,1
gəlmişəm;,1
Əlidaşlı,1
etdilər;,1
Bütövlükdə,1
dönmüşəm;,1
həmrahım,1
lütflər,1
etdi;,1
içməkdən,1
tövbə...,1
yüksəlir.,1
hərc-mərcliyə,1
şura,1
"qurdu,",1
zahidi,1
"seçdilər,",1
"ətəkli,",1
abid.,1
qayıtsınlar.,1
"insanla,",1
"""İsmi-əzəm""",1
qocalıb.,1
Rahatca,1
uzanıb.,1
etdilər:,1
"Tanrısı,",1
"""Bizim",1
Şövkətimiz,1
izzətimiz,1
İzzətinin,1
günüqara,1
"olmuşuq.""",1
Hamınızı,1
qocalıb,1
"yatmışam,",1
rahatlıqla.,1
ruhbəxşə.,1
"Gedin,",1
əhvalınızı,1
"edin.""",1
dərdlərinə,1
istəyib.,1
Sizdə,1
çəkdiniz.,1
Anamın,1
"qoydunuz,",1
Yanaqlarına,1
gilə-gilə,1
Xalam,1
"Yəhyanı,",1
Öldürüb,1
teştə,1
tökdünüz.,1
Zəkəriyyanı,1
Cəsədini,1
mişarla,1
etdiniz.,1
istirahət,1
"olunsun,",1
qaçmışam.,1
İstəyirsiniz,1
qəmə-qüssəyə,1
düşəm?,1
"yaxasınız,",1
çəkəsiniz?,1
xəyalatlardan,1
mahiyyətiniz,1
"gələm,",1
gələm?,1
Canınız,1
"üzüqara,",1
Başınız,1
gedin,1
"payızdır,",1
"nalədir,",1
şahsüvarım,1
dərbarlı,1
Soyuqdan,1
"Şahsınız,",1
"sığınmayın,",1
Mənzilini,1
"yandıraq,",1
soyuğu,1
Çadır,1
azuqə,1
"olaydın,",1
"qoymadılar,",1
ucaldılsın.,1
"Köçdü,",1
gediş,1
Kəndliyə,1
müşayiət,1
Sultanın,1
əkinçiyə,1
Dövlətli,1
"döndərdin,",1
Zərrəni,1
"heyf,",1
Salax,1
Rəhim,1
Ələkbərovdan,1
baxarmı,1
gözüm?,1
baxdı,1
"yaxınlarına,",1
baxmadan,1
"açılmadan,",1
gəldi?,1
"fəslində,",1
Məzarın,1
"əyləşim,",1
dinclik,1
"çağırdım,",1
Firqətə,1
"kəsdim,",1
"Şadlığı,",1
şeriyyəti,1
"hicran,",1
sorar:,1
susub,1
əyləşmisən?,1
"sınsaydı,",1
"tapardım,",1
"tufanlara,",1
Nurumu,1
zülmətmi,1
"çıraqban,",1
"Hicranının,",1
"bulaşıb,",1
hökmü...,1
Tanrımsan,1
hökmündən,1
qurtarım,1
Yaydı,1
cövhər.,1
Asqırığıyla,1
"doğurdu,",1
gülərkən,1
nur.,1
Ulduzun,1
"bitdi,",1
yuyuldu.,1
buludlarla,1
fəzanı,1
buynuzu,1
göründü,1
qəşəng.,1
dəhrəni,1
qoynunu,1
Buludlar,1
zirehdən,1
qonaqçı,1
oldumu,1
süfrəyə,1
nemətləri,1
xoşməzə,1
"gülab,",1
şehdən,1
durnalar,1
dövrədə,1
"çökdülər,",1
"sevindilər,",1
tökdülər.,1
Gözmü,1
"qədəhdir,",1
tökür?,1
şölələnərkən,1
kuzəni,1
qəlbimizi,1
yelə,1
Kuzəmiz,1
"topladı,",1
portağal,1
hədiyyə.,1
"keçərlidir,",1
cahandır,1
dilbərim,1
xumar-xumar,1
"oyandı,",1
Boynumu,1
öpər,1
yarı!,1
"dadırdı,",1
aləmə.,1
Dodaq,1
Gözlərimdə,1
"ələdi,",1
qəmlərimi,1
sildi.,1
ölümdən,1
Məskəni,1
əzabmı,1
quyusu,1
quyu?,1
içdim.,1
gətirmiş,1
"""İç!""",1
camıma.,1
"doğrudan,",1
tövbəni,1
"pozmuram,",1
Aldadıcı,1
pərdəni.,1
tutmaz?,1
vəcdlə,1
meyxanədən.,1
Gərdəyini,1
gündüzə.,1
"sübhü,",1
açıqlama!,1
"yuyam,",1
alam,1
görməyi,1
kərəlik,1
həsrətəm,1
ayırma!,1
Səraba,1
susuzu,1
çeşməyə,1
"Ləblərinə,",1
oğrunca,1
"bəlkə,",1
qəsdımi,1
etdi!,1
öpüşdən,1
demişlər,1
məgər:,1
oğrunun,1
düşmənidir?,1
"sübhüdür,",1
Xaqaniyə?,1
"çağıydı,",1
qapım,1
"taqqıldadı,",1
"qarşıladım,",1
qonaq.,1
Mehriban,1
avazla,1
Sabahın,1
xeyir!,1
qədəmindən,1
afitap,1
"xoşsifət,",1
pir.,1
qüllədəki,1
təravətlidir,1
cavanlar,1
məğzi,1
"eşqdir,",1
"parlayar,",1
boyamış.,1
"atmışam,",1
Mey-məzəsiz,1
yatmışam.,1
mərcimi,1
aparıb;,1
xarab.,1
"qabarıbdır,",1
"uçubdur,",1
alt-üstdür.,1
"Xaqaniya,",1
"Durma,",1
şaha.,1
"doğuldu,",1
qəlbinin,1
əgər!,1
Təbin,1
dənənin,1
xiridarıdır.,1
Sübhdən,1
at!,1
Yunis,1
Heybətini,1
dil-dodağı,1
titrədi.,1
Yazın,1
ənbəri,1
şüşələr,1
"qələmundur,",1
naxışın,1
rənginin,1
"budaqda,",1
budaqda,1
düyüb,1
incitək.,1
"rəngbərəng,",1
çəkib.,1
çətirli,1
şahımın,1
qələmiylə,1
etmiş!,1
çəkincə,1
Sərvətə,1
"etməmiş,",1
"sübhdür,",1
cəsədə,1
"qonmaz,",1
böcək,1
ovlamaz.,1
"açan,",1
"Ağlı,",1
"zəkası,",1
aləmə!,1
Cah-cəlal,1
ətəyə,1
"şövkətini,",1
şənini,1
gördümü?,1
Qaranlığa,1
parladı.,1
Gecən,1
varınca,1
biçdin.,1
Bəlli,1
Yəquba,1
qaralda.,1
Sübhü,1
"paltarı,",1
xalçası.,1
"açılsa,",1
"itər,",1
sıraya,1
düzülər.,1
"çevirər,",1
meyvələri,1
xas,1
Avazəsi,1
qafiyəpərdazları,1
"susdursun,",1
bayquşu,1
susdurarsa.,1
yaysa,1
şəhdə,1
qərbdən,1
"çıxara,",1
"qopa,",1
təxtdə,1
sübhdə,1
"dua,",1
"gülsün,",1
"""Amin!""",1
"dildarım,",1
"qızdırmalıdır,",1
Qızdırmamı,1
xoşdil,1
dərdi-betər,1
Küçəndəki,1
itdən,1
qaragöz,1
"türksən,",1
yainki,1
"pərvanəsiyəm,",1
şəmində,1
pərim,1
"yanmış,",1
"Çırpınmadayam,",1
pər,1
"Qəmzənlə,",1
bəxşişə,1
"möhtacam,",1
"aparsın,",1
Tutaraq,1
tərəf?,1
"ortasına,",1
"kakilə,",1
aparır,1
müjganə,1
cəzb,1
"yuxusu,",1
Kənandan,1
"Misrə,",1
səmanə,1
"şəstisiylə,",1
Çəkə,1
peykanə,1
pərəstarım,1
yox—,1
ləblərimi,1
cahi-zənəxdana,1
meyllə,1
"ayılmaz,",1
"qurbanıyıq,",1
naleyi-fəryad,1
gözyaşı,1
tufana,1
Adının,1
zikrində,1
adla,1
abı-həyat,1
öpəndə,1
ətirdən,1
Astananda,1
"dayanıb,",1
adlandırdığın,1
qidamı,1
sümükdən,1
"torundan,",1
Əlimdəki,1
sərmayəm,1
"eşqindir,",1
"Ömürdən,",1
"hərçənd,",1
"Aşiqəm,",1
xaqanıyam,1
altımda,1
Kafinin,1
"əsgərdir,",1
Əsgəri,1
"kasası,",1
"qətrəsi,",1
Qızdırmanı,1
neyşəkər,1
qələmi.,1
"Gülqənd,",1
qarğıya,1
paxıllığından.,1
Boğazda,1
"zəhərdir,",1
tikandır.,1
gəlinini,1
köçürdən,1
Xütbə,1
qələmidir.,1
hüsndə,1
Görsə,1
"Qəribədir,",1
Kökü,1
"zəfəran,",1
şehini,1
"""nun-vəlqələm"",",1
"xəm,",1
yüksəlir,1
Göndərə,1
bildimsə,1
şerimdən,1
utanar.,1
"təbi,",1
"damağı,",1
Təmğacın,1
Şüştərin,1
"Qənd,",1
üzrilə,1
mənzumə,1
üzrü,1
Qələmindən,1
talaşa,1
ləldir.,1
qələmindən,1
"yonqar,",1
Mirvariyə,1
Fikrinin,1
ulduzlarından.,1
Təbimə,1
İndilik,1
"Gümüş,",1
daşdakı,1
naxışlar,1
Düşüncə,1
tacıma,1
ismi.,1
"Yusifidir,",1
sevincinə,1
Yüzündə,1
demişsən,1
"edəcəyəm,",1
"lütfün,",1
"ehsandır,",1
sazımı,1
almaz,1
Səsim,1
dirək-dirək,1
"yayılsaydı,",1
Bədir,1
ayları,1
"doğsa,",1
"dolunsa,",1
"xeyir,",1
"şər,",1
niyaz.,1
çayır-çəmən,1
"sunar,",1
"doğan,",1
"əspir,",1
baz.,1
"münkir,",1
"münafiq,",1
qanmaz.,1
Xətaim,1
dünyasını,1
ildən-ilə,1
yaz.,1
İçində,1
qədəhləri,1
"doldurun,",1
çeşməsinin,1
boyludur,1
"durmuşdur,",1
"onunkudur,",1
şahıdır.,1
"gizlidirsə,",1
aydındır.,1
sürahidən,1
"dolduranda,",1
Qayğıdan,1
"düşmənlərin,",1
xaricilərin,1
ağlayır.,1
kakili,1
ulduzlarla,1
"""Biz",1
"bəzədik""",1
dəlildir.,1
cəvahirlər,1
mədəndən,1
sərxoşdur.,1
surahi,1
"pəriyə,",1
Şəkli,1
Asılmış,1
"kəmərli,",1
"şahzadədir,",1
əlifə,1
xəncərlər,1
"Süleymandır,",1
Əlindəki,1
möhür,1
üzüyünə,1
Misal,1
zəfərli,1
Qazilərin,1
Cəvahirdən,1
tökülmüş,1
"hovuzudur,",1
"doğmuşdur,",1
Qənbərinə,1
kürə,1
"aşağıdır,",1
"bilmişdir,",1
gözlərdə,1
tutiyadır.,1
"Dəyirmidir,",1
"şəkillidir,",1
"nurludur,",1
zühurun,1
surətidir.,1
aynadır.,1
nəvadır.,1
Xidmət,1
"qalırsan,",1
Öldürsə,1
"əri,",1
Gerçəklərin,1
"yüyənləri,",1
"Göründü,",1
"suları,",1
Qarışır,1
Balın,1
damızlığını,1
"tapırsan,",1
Yetmiş,1
ayəyə,1
Anlayıb,1
Dinləyib,1
"yazmalı,",1
halınca,1
"qazmalı,",1
"gəzməli,",1
Öldür,1
"nəfsini,",1
şeytandan,1
Doxsan,1
"Bayəzid,",1
Könlümüzdə,1
mim,1
bütxanələrin,1
"küncündədir,",1
xərab,1
viranələrin,1
cananların,1
şeirlərim,1
"geyiminin,",1
dəstərinin,1
"qoymuşam,",1
meyxanələrin,1
Xosrovu-şirin,1
"dəhənsən,",1
"dağ-daş,",1
"Yavuz,",1
külüng,1
fuladı,1
bünyadı,1
"Müqərrərdir,",1
niyazı,1
Uda,1
"dövri-zamanə,",1
oynayan,1
nərradı,1
Zühur,1
rindü,1
"qəlləş,",1
Vilayətdən,1
irşadı,1
Sağınmayın,1
söylədir,1
"Canım,",1
"mənimdir,",1
mənimdir.,1
pərişandır,1
"vadisində,",1
çeşməsidir,1
sevərdi,1
"yaşadır,",1
kimidir,1
Cənnət-i,1
dərgahındır,1
"görmərəm,",1
sevgilimdir,1
qarşısındadır,1
"dayandılar,",1
Oturmaq,1
Önümə,1
"sərdilər,",1
lokmaya,1
Qırxların,1
Gələnin,1
"arıdır,",1
Gəlişin,1
"haradandır,",1
"simaya,",1
"oyna,",1
"Silinsin,",1
qazanda,1
"qayna,",1
Gördüyünü,1
Söyləmə,1
Olasan,1
Düşmə,1
"əziyyətinə,",1
Talib,1
"həzrətinə,",1
əlini.,1
Qeybətdən,1
"dilini,",1
quldan,1
üstünsən,1
qarpız,1
şalvar,1
geyinmək,1
atmamalısan.,1
Kamillə,1
"yorulmaz,",1
məxluq,1
"Məğrurluq,",1
təkəbbürlük,1
Məğrurlar,1
"olurlar,",1
yorulub,1
"təkəbbürmüş,",1
"yolçusansa,",1
çamura,1
quzusuna,1
mələdi?,1
Öküzün,1
kimlər,1
burdu?,1
"tünədi,",1
kol,1
oxumamalıdır.,1
"müxbiriyəm,",1
yaranıdır,1
Veysəl,1
"Qərəni,",1
"içirt,",1
"bağına,",1
Haqq-taala,1
hafizi,1
"qılmağa,",1
ümmülkitabın,1
qılmışdır.,1
nazsız,1
sevgin,1
Pərvərdigar.,1
Rüfətinin,1
çətirindən,1
"Fəzilətli,",1
"kamallı,",1
iftixarlı,1
"arifsənsə,",1
şeirlərin,1
"dürdanədir,",1
sırğası,1
Qeybdən,1
sevib,1
"sevindirdin,",1
"idik,",1
"birləşdik,",1
"aşdıq,",1
"çatdıq,",1
Üstümüzə,1
"satdın,",1
Ərliyini,1
Budağında,1
"ötər,",1
Şahıma,1
"Belə,",1
"Xətaim,",1
dəstur,1
küçəndir,1
qarşımdadır.,1
qövlü,1
qövlü-qərar,1
Əhli-həqqə,1
"rəfiq,",1
Qartallar,1
əhli-ürfan,1
olgil,1
"xaki-pa,",1
"duyub,",1
Sübhanına,1
Kimsənin,1
şərməsar,1
"baxdıq,",1
qutlu,1
"mahımız,",1
sənətlə,1
Allahımız.,1
erişdim,1
"siratəl-müstəqimi,",1
Ab-i,1
heyvanə,1
"erişdi,",1
vardığınca,1
rahimiz.,1
"şəbrəngini,",1
qaraya,1
boyayıbdır,1
düd-i,1
ahımız.,1
Xızr-i,1
Cavidanın,1
içmişik,1
İsa-yi,1
qurmuşuq,1
xərgahımız.,1
"tökərəm,",1
qurbangahımız?,1
qibləgahım,1
"eylədim,",1
mənzilgahımız.,1
saatda,1
"""İlləllah""ımız.",1
xəzən,1
vəsflərini,1
kamınca,1
Fərraş-i,1
Sün,1
döşədi;,1
"Saqiya,",1
bağ-i,1
cinan,1
Sim-ü,1
şaxlar,1
əl-ətəyini,1
"doldurdu,",1
Məclis-i,1
şabaş,1
gövhərfəşan,1
Uğraşanda,1
dağları,1
"İlbə-il,",1
saatbəsaat,1
"Həftəbəhəftə,",1
"İşrətə,",1
Aşinanı,1
biliş,1
"aşna,",1
didələrim,1
Səri-kuyində,1
qılırsa,1
bülbüli-xoşxan,1
şikvə,1
"edəyim,",1
oxundan?,1
"sancıla,",1
Canü,1
Mənlik,1
Ayrılır,1
"yari-sərdarım,",1
həzaran,1
"dadü-bidad,",1
fəryadü-nalə,1
şəhrindən,1
şah-sultan,1
çak,1
"yar-həmdəm,",1
əhdü-peyman,1
"Gözlərim,",1
mövc,1
firqətdir,1
Tök,1
sədəflər,1
gövhəri-kan,1
"mənimlə,",1
Bəhri-Ümman,1
sorsun,1
şikəstə,1
Zərd,1
ayrılır?,1
"Eşqin,",1
gizlədim,1
İddiaçılardan,1
Quluna,1
Yaşı,1
"salmadın,",1
İddiaçıların,1
işvəsinə,1
qürurlanma,1
getdiyi,1
insanla,1
Sevgilin,1
"üzümlə,",1
yaşlarımla,1
iddiasına,1
səadətindən,1
lütfüm,1
cövrü-cəfa,1
Müjdə,1
sevgilimdən,1
"yetirildi,",1
"Yerlə,",1
göylə,1
Zəngbar,1
"seçildi,",1
"dilbəri,",1
çeşməyi-heyvan,1
"vüsalı,",1
"cananədir,",1
Bənzəri,1
"hüsnünün,",1
dürdanədir.,1
Pənd-nəsihət,1
"tutmadın,",1
"cəzadır,",1
yanası.,1
yeldası,1
peymanədir.,1
açırsan,1
şəmə,1
"xidmətinə,",1
Əsən,1
yellər,1
həcc,1
"təvafıdır,",1
Heydərdir.,1
"Cənnət,",1
qazilərin,1
qəndidir.,1
Şücaət,1
gəbr,1
kafirdir.,1
Hədisdən,1
Qurandan,1
"buldun,",1
Allahü,1
əkbərdir.,1
körpüsünü,1
"keçdim,",1
mizanını,1
"azanın,",1
odudur.,1
Xötən,1
"qoxulu,",1
baştan-başa,1
müşk-ənbərdir.,1
məzhəbindən,1
Nigarın,1
gözləri-qaşı,1
minbərdir.,1
"məclisinə,",1
"didarı,",1
cənnətlərə,1
"nazirsənsə,",1
Həqi,1
ağamın,1
nurunda,1
təcəllidir.,1
"bilmək,",1
xidməti,1
Qənbərdir.,1
"məclisə,",1
"açmış,",1
zərrinpər,1
nurlandırdı.,1
"bənzərdir,",1
"misalən,",1
Qul-qul,1
"susamışa,",1
"""gəl,",1
"gəl"",",1
Piyaləyə,1
endirər,1
çəkinmə.,1
Sərvqamət,1
simtən,1
Tovusi-rovzə,1
hicabdan,1
canü-ciyərdən,1
"oturar,",1
"hurivəş,",1
oxuyar:,1
ləytəni,1
"turab"".",1
dəyişər.,1
"qüssəni,",1
"qula,",1
etiqad,1
"Əvvəlinə,",1
sala.,1
"çatdırar,",1
salmağı,1
"qardaşı,",1
tapmadım.,1
"qəllışı,",1
Qiyməti,1
"əylənir,",1
əylənir.,1
sevdiyim,1
gülə?,1
Qarunu,1
varlandıkca,1
"azğınlaşdı,",1
güldükcə,1
inandı.,1
"dayanma,",1
"satsan,",1
"bilinməz,",1
"keçici,",1
gələnlər,1
gedənin,1
Kiminsə,1
Həmsöhbətdən,1
"Həmsöhbət,",1
mürəbbi,1
çatdırmazsan,1
Düşürdün,1
sufidən,1
qalxmayır,1
"söyləyin,",1
"yaradı,",1
Əhvalımı,1
sorarsa,1
cəfalı,1
"Zarıyan,",1
Gülrəng,1
yanaqların,1
"cövrü,",1
"cəfaları,",1
"möhnətini,",1
"aşdı,",1
Xətaini,1
müşkinə,1
Fəxrimiz,1
"libasıdır,",1
libasımız,1
əyməsəm,1
yerimiz,1
ucalığındadır.,1
səfamız,1
daxilimiz,1
zahirimiz,1
"kədərlənməz,",1
qırıq,1
qarışmış,1
tökərəmsə,1
böyüklərimiz,1
zərifliyi,1
tərhini,1
götürmüş,1
əksindən,1
sərv-i-xuraman,1
oğurlamışdı,1
"Varmış,",1
xatəmi-möhr-i-Süleyman,1
Zülməti-zülfündə,1
abini,1
"Xızır,",1
Heyyi-baqi,1
bulmuş,1
Şanədən,1
qılın,1
Sərbəsər,1
xak-i-cahanı,1
ənbər-əfşan,1
Arizin,1
mürğ-i-hərim,1
"Xəlil,",1
"tökmədin,",1
müfti,1
meyxanasından,1
etdilər,1
Bilməz,1
xətlərinin,1
"söyləmək,",1
"gedibdir,",1
görmərəm,1
"xab,",1
eyləmişdir,1
rəsmi-bədnamı,1
Köynəyindən,1
"xəndanıma,",1
"qayınmadı,",1
Dənədir,1
zülfüdür,1
ənam,1
rüxsarını,1
Təşnəyəm,1
şərbətin,1
"qeydinə,",1
Bigünah,1
"öldürməgil,",1
İstəmən,1
anın,1
"gözlərəm,",1
Xətaidən,1
götürgil,1
"möhnəti-hicranını,",1
"pəriru,",1
ilzam,1
nüsxələrində,1
Əminliklə,1
qana-qan,1
"mürşidi,",1
"gücünlə,",1
qırdın,1
"Yezidi,",1
qəran,1
varmaq,1
(da).,1
ləin,1
qorxmayın,1
qazilərdən,1
Müəzzin,1
çağırır,1
hey.,1
Səfərə,1
Ərdəbil,1
xanədan,1
"Əqli-huşu,",1
xanü-manından,1
avar,1
sevdaları,1
ömründən,1
bizar,1
"cadusifətli,",1
məkkar,1
dərdü-qəm,1
Görüm,1
bərxurdar,1
qıla,1
"dönmüşdür,",1
cövrünün,1
möhnətini,1
"çəkə,",1
Həmdəmin,1
"bitsə,",1
bağlayan,1
Vəslinlə,1
dərdü-qəmlərdən,1
əfkarlı,1
üşşaq,1
xəstədil,1
olsun?!,1
"Həqiqət,",1
Zatın,1
dəryası,1
Sifətindən,1
"mədənidir,",1
"yari,",1
Zeynalabidinin,1
Mövlaların,1
"Rizadan,",1
"Təqidir,",1
Əsgər,1
Sahibəzzamanın,1
vədəsi,1
Mərvanilərə,1
"tabedirlər,",1
"Sürüldü,",1
əbtər,1
"Əxilər,",1
əbdallar,1
"bağbanı,",1
ənvər,1
İmamımın,1
Xəvaric,1
astanasında,1
qulları,1
cümləsindən,1
iddiam,1
aparsa,1
astanın,1
köpəyi,1
sığınağım,1
uğurludur,1
İlahinin,1
küçən,1
"bağçasıdır,",1
"mehrab,",1
imamdır.,1
"günlərini,",1
səhərlə,1
axşamdır.,1
addır.,1
şərabü,1
istəmərəm,1
Dəftərinə,1
nizamdır.,1
Göydəki,1
"didarındadır,",1
çöhrəlisindədir.,1
ümidiylə,1
"ovlamasın,",1
şeirinə,1
zahid?,1
sözlərindədir!,1
"pəridir,",1
sərvəridir!,1
"nisbətdir,",1
gülüstən,1
müşkü-ənbərdir.,1
mülkündən,1
azaddır.,1
Cəmali,1
sərsəridir.,1
xəstəsinin,1
dilbəridir.,1
nigarım,1
"getsin,",1
gülüzarım,1
Öl,1
şaxtanın,1
səbrü-qərarım,1
"cisməm,",1
"qıyır,",1
Təbibimdir,1
"rəvanım,",1
"Zəifəm,",1
"gədayam,",1
"eyləsə,",1
dilxahı,1
"göyü,",1
Ləbin,1
Kənari-çeşmeyi-heyvan,1
"ucunu,",1
"Türk,",1
sevmərəm,1
ətri-reyhanı,1
"Misir,",1
"Fars,",1
Kirman,1
Çalınsın,1
"top,",1
cismü,1
"növbahar,",1
mehr,1
Naümid,1
Dərgahi-sultanə,1
"möhnətindən,",1
Subhanın,1
zilli,1
"buyursan,",1
canım-başım,1
"kanısan,",1
"Xızri-zəmanə,",1
"Suvar,",1
Süvar,1
topuna,1
çovkan,1
müştərisidir,1
Sür,1
"verirdim,",1
qulundur,1
padşahdır.,1
Sifətini,1
"""Şirim!""",1
"Xuda,",1
"bəhri,",1
çöpüdür.,1
Qəmbərinə,1
həmdəmi,1
İlahdır.,1
"sevərsə,",1
Yeziddən,1
qullarına,1
xofdan,1
xətərdən,1
pənahdır.,1
"astanadır,",1
dadxahdır.,1
"sevməsə,",1
Harut,1
quyunun,1
dibidir.,1
Övliyaların,1
bürcündə,1
"fil-məcəl,",1
Kövkəb,1
xurşid,1
mahdır.,1
dəstəgir,1
"xəstəyə,",1
pürgünahdır.,1
"Aqil,",1
"eşidir,",1
Gövdəni,1
"ayaq,",1
"Sufisənsə,",1
Halalına,1
"qatma,",1
əyrisinə,1
"qanda,",1
günahlar,1
Düşgün,1
Mövla,1
Ucundan,1
