term_id,token,term_frequency,document_frequency
18957,açıbdır,1,1
18958,açıcaq,1,1
18959,açıldığını,1,1
18960,açılmadan,1,1
18961,açılmaq,1,1
18962,açılmasın,1,1
18963,açılmasına,1,1
18964,açılmasından,1,1
18965,açılmayan,1,1
18966,açılmayır,1,1
18967,açılmağına,1,1
18968,açılmır,1,1
18969,açılmırdı,1,1
18970,açılsa,1,1
18971,açılın,1,1
18972,açılırdı,1,1
18973,açından,1,1
18974,açıqbəsər,1,1
18975,açıqdır,1,1
18976,açıram,1,1
18977,açırdılar,1,1
18978,açırlar,1,1
18979,açıx,1,1
18980,açığı,1,1
18981,ağacan,1,1
18982,ağacdı,1,1
18983,ağacla,1,1
18984,ağaclarda,1,1
18985,ağacların,1,1
18986,ağaclıqdan,1,1
18987,ağacsan,1,1
18988,ağacım,1,1
18989,ağacımdan,1,1
18990,ağacındakı,1,1
18991,ağacının,1,1
18992,ağacıtək,1,1
18993,ağacıyla,1,1
18994,ağadı,1,1
18995,ağadır,1,1
18996,ağagil,1,1
18997,ağagili,1,1
18998,ağagilin,1,1
18999,ağahdı,1,1
19000,ağalı,1,1
19001,ağamməd,1,1
19002,ağamız,1,1
19003,ağaoğluna,1,1
19004,ağaoğlunun,1,1
19005,ağart,1,1
19006,ağartdı,1,1
19007,ağartmışam,1,1
19008,ağarıb,1,1
19009,ağarıbdır,1,1
19010,ağarır,1,1
19011,ağaya,1,1
19012,ağayə,1,1
19013,ağaçında,1,1
19014,ağaşdı,1,1
19015,ağbirçək,1,1
19016,ağbulaqdan,1,1
19017,ağbəniz,1,1
19018,ağca,1,1
19019,ağdaşlı,1,1
19020,ağdaşın,1,1
19021,ağdır,1,1
19022,ağkilsədəki,1,1
19023,ağkilsədənik,1,1
19024,ağkilsədənəm,1,1
19025,ağköynәk,1,1
19026,ağladaram,1,1
19027,ağladıb,1,1
19028,ağladım,1,1
19029,ağladırdı,1,1
19030,ağladığım,1,1
19031,ağlamadı,1,1
19032,ağlamalı,1,1
19033,ağlamax,1,1
19034,ağlamayan,1,1
19035,ağlamayım,1,1
19036,ağlamaz,1,1
19037,ağlamazsan,1,1
19038,ağlamağa,1,1
19039,ağlanır,1,1
19040,ağlasada,1,1
19041,ağlasın,1,1
19042,ağlasığmaz,1,1
19043,ağlatma,1,1
19044,ağlayaağlaya,1,1
19045,ağlayar,1,1
19046,ağlayarmı,1,1
19047,ağlayasan,1,1
19048,ağlayıban,1,1
19049,ağlayıcı,1,1
19050,ağlayın,1,1
19051,ağlayıram,1,1
19052,ağlaşaağlaşa,1,1
19053,ağlaşanlara,1,1
19054,ağlaşanların,1,1
19055,ağlaşdığını,1,1
19056,ağlaşmayın,1,1
19057,ağlaşıb,1,1
19058,ağlaşırlar,1,1
19059,ağlıma,1,1
19060,ağlımla,1,1
19061,ağlıyalı,1,1
19062,ağlıyır,1,1
19063,ağma,1,1
19064,ağqoşanı,1,1
19065,ağqız,1,1
19066,ağrdan,1,1
19067,ağrı,1,1
19068,ağrıdan,1,1
19069,ağrıdım,1,1
19070,ağrılara,1,1
19071,ağrır,1,1
19072,ağrısı,1,1
19073,ağrısını,1,1
19074,ağrıya,1,1
19075,ağrıyıbdır,1,1
19076,ağsa,1,1
19077,ağsan,1,1
19078,ağsaqqallar,1,1
19079,ağsaqqallarınnan,1,1
19080,ağstafada,1,1
19081,ağsu,1,1
19082,ağular,1,1
19083,ağuludur,1,1
19084,ağulər,1,1
19085,ağusu,1,1
19086,ağuyu,1,1
19087,ağuşa,1,1
19088,ağuşindən,1,1
19089,ağuşinə,1,1
19090,ağuşu,1,1
19091,ağzmdan,1,1
19092,ağztna,1,1
19093,ağzınadək,1,1
19094,ağzıtək,1,1
19095,ağzıyırtıqlar,1,1
19096,ağzııman,1,1
19097,ağçamız,1,1
19098,ağılaram,1,1
19099,ağılda,1,1
19100,ağıldandır,1,1
19101,ağıldı,1,1
19102,ağıllandım,1,1
19103,ağılları,1,1
19104,ağıllılar,1,1
19105,ağılsa,1,1
19106,ağılı,1,1
19107,ağılın,1,1
19108,ağınavü,1,1
19109,ağını,1,1
19110,ağırlamadın,1,1
19111,ağırlaşdırmaq,1,1
19112,ağırlaşmışdı,1,1
19113,ağırlaşıb,1,1
19114,ağırlığım,1,1
19115,ağırrığınnan,1,1
19116,ağızda,1,1
19117,ağızlar,1,1
19118,ağızsız,1,1
19119,ağızına,1,1
19120,aşa,1,1
19121,aşan,1,1
19122,aşağa,1,1
19123,aşağıdadərədə,1,1
19124,aşağıdan,1,1
19125,aşbaz,1,1
19126,aşdı,1,1
19127,aşdılar,1,1
19128,aşdıq,1,1
19129,aşi,1,1
19130,aşikaravü,1,1
19131,aşikardı,1,1
19132,aşikarə,1,1
19133,aşinadir,1,1
19134,aşinalar,1,1
19135,aşinalıq,1,1
19136,aşinalıqdanmıdır,1,1
19137,aşinamız,1,1
19138,aşinan,1,1
19139,aşinanın,1,1
19140,aşinasən,1,1
19141,aşinasənmiş,1,1
19142,aşinayi,1,1
19143,aşinayəm,1,1
19144,aşiqanə,1,1
19145,aşiqanədir,1,1
19146,aşiqim,1,1
19147,aşiqinəm,1,1
19148,aşiqiydi,1,1
19149,aşiqiyəm,1,1
19150,aşiqligim,1,1
19151,aşiqliyim,1,1
19152,aşiqlǝri,1,1
19153,aşiqlǝrin,1,1
19154,aşiqlərdən,1,1
19155,aşiqlərinin,1,1
19156,aşiqmidir,1,1
19157,aşiqmisən,1,1
19158,aşiqsən,1,1
19159,aşiqü,1,1
19160,aşiqǝ,1,1
19161,aşiri,1,1
19162,aşiyanimdə,1,1
19163,aşiyanı,1,1
19164,aşiyanə,1,1
19165,aşiyanədir,1,1
19166,aşmaq,1,1
19167,aşmaz,1,1
19168,aşmır,1,1
19169,aşnada,1,1
19170,aşnadan,1,1
19171,aşnalıqla,1,1
19172,aşnalığı,1,1
19173,aşrı,1,1
19174,aşubi,1,1
19175,aşubü,1,1
19176,aşuftə,1,1
19177,aşur,1,1
19178,aşuranın,1,1
19179,aşurdum,1,1
19180,aşxama,1,1
19181,aşüfteyi,1,1
19182,aşüftəliyim,1,1
19183,aşüftəyi,1,1
19184,aşüftəyəm,1,1
19185,aşını,1,1
19186,aşıqdadır,1,1
19187,aşıqdı,1,1
19188,aşıqdır,1,1
19189,aşıqlarla,1,1
19190,aşıqlarından,1,1
19191,aşıqlarının,1,1
19192,aşıqlısına,1,1
19193,aşıqlığın,1,1
19194,aşıqmı,1,1
19195,aşıqnəcəf,1,1
19196,aşıqsınız,1,1
19197,aşırdı,1,1
19198,aşırımında,1,1
19199,aşıxlann,1,1
19200,aşıxlar,1,1
19201,aşıxları,1,1
19202,aşıxlarım,1,1
19203,aşıxlıq,1,1
19204,aşıxlığmı,1,1
19205,aşıxlığıh,1,1
19206,aşıxlığımı,1,1
19207,aşıxlığın,1,1
19208,aşığıdır,1,1
19209,aşığımış,1,1
19210,aşığınkı,1,1
19211,aşığının,1,1
19212,aşığınızı,1,1
19213,aşığıydı,1,1
19214,aсiz,1,1
19215,aхan,1,1
19216,aхar,1,1
19217,aхirət,1,1
19218,aхtardım,1,1
19219,aхır,1,1
19220,aхıradək,1,1
19221,aхırzaman,1,1
19222,aхşamı,1,1
19223,babacan,1,1
19224,babamın,1,1
19225,baban,1,1
19226,babana,1,1
19227,babası,1,1
19228,babasına,1,1
19229,babasının,1,1
19230,babaxanova,1,1
19231,babda,1,1
19232,babdə,1,1
19233,babdən,1,1
19234,babı,1,1
19235,bacada,1,1
19236,bacanda,1,1
19237,bacandan,1,1
19238,bacanı,1,1
19239,bacara,1,1
19240,bacarası,1,1
19241,bacarmadı,1,1
19242,bacarmayan,1,1
19243,bacarsan,1,1
19244,bacasında,1,1
19245,bacaya,1,1
19246,bacılarına,1,1
19247,bacımdı,1,1
19248,bacımgilə,1,1
19249,bacısını,1,1
19250,bacıya,1,1
19251,badama,1,1
19252,badami,1,1
19253,badamında,1,1
19254,baddır,1,1
19255,badieyi,1,1
19256,badilən,1,1
19257,badiyeyi,1,1
19258,badiyədən,1,1
19259,badkubəni,1,1
19260,badkеş,1,1
19261,badpayin,1,1
19262,badu,1,1
19263,badǝ,1,1
19264,badǝvü,1,1
19265,badələr,1,1
19266,badəm,1,1
19267,badənuşü,1,1
19268,badəpərəst,1,1
19269,badəsi,1,1
19270,badəsin,1,1
19271,badəsini,1,1
19272,badəti,1,1
19273,badəylə,1,1
19274,badеyi,1,1
19275,bafta,1,1
19276,baftası,1,1
19277,bagdad,1,1
19278,baglayib,1,1
19279,baglı,1,1
19280,baha,1,1
19281,bahadır,1,1
19282,bahalıx,1,1
19283,baharda,1,1
19284,bahardakı,1,1
19285,bahardan,1,1
19286,bahardır,1,1
19287,bahardə,1,1
19288,baharlər,1,1
19289,baharmı,1,1
19290,baharı,1,1
19291,baharımı,1,1
19292,baharıstan,1,1
19293,bahası,1,1
19294,bahasıdır,1,1
19295,bahasın,1,1
19296,bahasına,1,1
19297,bahasız,1,1
19298,bahaya,1,1
19299,bahi,1,1
19300,bahuni,1,1
19301,bahənə,1,1
19302,baiftixar,1,1
19303,bajalüstə,1,1
19304,bajanı,1,1
19305,bajolüstə,1,1
19306,bajıya,1,1
19307,baklan,1,1
19308,bakı,1,1
19309,bakıda,1,1
19310,bakıdan,1,1
19311,bakım,1,1
19312,bakəmali,1,1
19313,baladan,1,1
19314,baladən,1,1
19315,balamdan,1,1
19316,balapuşi,1,1
19317,balasinə,1,1
19318,balasıdır,1,1
19319,balatı,1,1
19320,balax,1,1
19321,balağına,1,1
19322,balaşı,1,1
19323,baldadır,1,1
19324,baldırı,1,1
19325,baldırımı,1,1
19326,bali,1,1
19327,balim,1,1
19328,balin,1,1
19329,baliğ,1,1
19330,ballının,1,1
19331,baltanı,1,1
19332,balıdır,1,1
19333,balını,1,1
19334,balıqlar,1,1
19335,balıqları,1,1
19336,balıya,1,1
19337,balığa,1,1
19338,balığın,1,1
19339,balışi,1,1
19340,balə,1,1
19341,bambaşqa,1,1
19342,baminə,1,1
19343,bamı,1,1
19344,ban,1,1
19345,bandır,1,1
19346,bandırdı,1,1
19347,bangımı,1,1
19348,baniyi,1,1
19349,banlar,1,1
19350,bannar,1,1
19351,baqidimi,1,1
19352,baqidirmi,1,1
19353,baqir,1,1
19354,baqiyi,1,1
19355,baqrı,1,1
19356,barama,1,1
19357,baranı,1,1
19358,baranə,1,1
19359,barat,1,1
19360,baratdı,1,1
19361,baratım,1,1
19362,barbəd,1,1
19363,bardan,1,1
19364,bardağa,1,1
19365,bardaş,1,1
19366,barha,1,1
19367,barigahında,1,1
19368,barikeşlər,1,1
19369,barkеşi,1,1
19370,barlı,1,1
19371,barmaqlar,1,1
19372,barmaqların,1,1
19373,barmağımı,1,1
19374,barmağından,1,1
19375,baruyi,1,1
19376,barvər,1,1
19377,barxananı,1,1
19378,barımı,1,1
19379,barınız,1,1
19380,barıtdan,1,1
19381,barış,1,1
19382,barışax,1,1
19383,barışdın,1,1
19384,barışdıq,1,1
19385,barışdıracaq,1,1
19386,barışdırdılar,1,1
19387,barışmadıq,1,1
19388,barışmalıdır,1,1
19389,barışmax,1,1
19390,barışmaz,1,1
19391,barışmağın,1,1
19392,barışılaydı,1,1
19393,barışırdı,1,1
19394,barışırsan,1,1
19395,barəkallah,1,1
19396,barəsi,1,1
19397,basarkeçərdə,1,1
19398,basarkeçərə,1,1
19399,basarkеçərdə,1,1
19400,basarkеçərin,1,1
19401,basarkеçərə,1,1
19402,basarlar,1,1
19403,basaydı,1,1
19404,basdılar,1,1
19405,basdıqda,1,1
19406,basdır,1,1
19407,basdıracağam,1,1
19408,basdıraram,1,1
19409,basdırmağa,1,1
19410,basgil,1,1
19411,basma,1,1
19412,basmadın,1,1
19413,basmışdı,1,1
19414,basqın,1,1
19415,basğıl,1,1
19416,basıbdı,1,1
19417,basıf,1,1
19418,basılar,1,1
19419,basır,1,1
19420,basırdılar,1,1
19421,batalı,1,1
19422,batan,1,1
19423,batandan,1,1
19424,bataydı,1,1
19425,batcaq,1,1
19426,batilin,1,1
19427,batindir,1,1
19428,batinin,1,1
19429,batinü,1,1
19430,batinən,1,1
19431,batlağa,1,1
19432,batmadım,1,1
19433,batmalı,1,1
19434,batmanlıq,1,1
19435,batmaq,1,1
19436,batmırdı,1,1
19437,batır,1,1
19438,batırmış,1,1
19439,batırıbdır,1,1
19440,baxandan,1,1
19441,baxannan,1,1
19442,baxardı,1,1
19443,baxarmı,1,1
19444,baxarsa,1,1
19445,baxdırdım,1,1
19446,baxdığımca,1,1
19447,baxdığına,1,1
19448,baxmadılar,1,1
19449,baxmadın,1,1
19450,baxmam,1,1
19451,baxmanam,1,1
19452,baxmaqdır,1,1
19453,baxmasa,1,1
19454,baxmayam,1,1
19455,baxmayım,1,1
19456,baxmazam,1,1
19457,baxmazsan,1,1
19458,baxmağa,1,1
19459,baxmağı,1,1
19460,baxmağına,1,1
19461,baxmağından,1,1
19462,baxmırdı,1,1
19463,baxtıma,1,1
19464,baxtımdan,1,1
19465,baxtımın,1,1
19466,baxtər,1,1
19467,baxtərdən,1,1
19468,baxu,1,1
19469,baxuban,1,1
19470,baxçada,1,1
19471,baxçanda,1,1
19472,baxçasının,1,1
19473,baxıbsan,1,1
19474,baxıram,1,1
19475,baxırdılar,1,1
19476,baxırdın,1,1
19477,baxışdı,1,1
19478,baxışla,1,1
19479,baxışı,1,1
19480,baxşalı,1,1
19481,baxəbər,1,1
19482,bay,1,1
19483,baya,1,1
19484,bayaq,1,1
19485,bayati,1,1
19486,bayatısını,1,1
19487,bayinə,1,1
19488,bayirə,1,1
19489,bayquların,1,1
19490,bayquşların,1,1
19491,bayquşu,1,1
19492,bayramdan,1,1
19493,bayramdı,1,1
19494,bayramxan,1,1
19495,bayramım,1,1
19496,bayramın,1,1
19497,bayramında,1,1
19498,bayramınnan,1,1
19499,bayramə,1,1
19500,bayraq,1,1
19501,bayraqdır,1,1
19502,bayraqsa,1,1
19503,bayrağıdır,1,1
19504,bayrağınla,1,1
19505,bayrağını,1,1
19506,bayrağının,1,1
19507,baytar,1,1
19508,bayıl,1,1
19509,baza,1,1
19510,bazarda,1,1
19511,bazarlarda,1,1
19512,bazarlıq,1,1
19513,bazarçısı,1,1
19514,bazarıdı,1,1
19515,bazarım,1,1
19516,bazarımız,1,1
19517,bazi,1,1
19518,bağacan,1,1
19519,bağbanım,1,1
19520,bağbanə,1,1
19521,bağdaddakı,1,1
19522,bağdaddə,1,1
19523,bağdadlının,1,1
19524,bağdadlısan,1,1
19525,bağdadı,1,1
19526,bağdadə,1,1
19527,bağdadədək,1,1
19528,bağdan,1,1
19529,bağdən,1,1
19530,bağindǝ,1,1
19531,bağladın,1,1
19532,bağladığı,1,1
19533,bağlamada,1,1
19534,bağlamadakı,1,1
19535,bağlamasına,1,1
19536,bağlamısan,1,1
19537,bağlamışdı,1,1
19538,bağlamışdır,1,1
19539,bağlamışlar,1,1
19540,bağlanan,1,1
19541,bağlanandan,1,1
19542,bağlanarmı,1,1
19543,bağlandılarsa,1,1
19544,bağlandığı,1,1
19545,bağlanmışam,1,1
19546,bağlarda,1,1
19547,bağlarsan,1,1
19548,bağları,1,1
19549,bağlaya,1,1
19550,bağlayacaq,1,1
19551,bağlayanda,1,1
19552,bağlayar,1,1
19553,bağlayıbdı,1,1
19554,bağlayıbsan,1,1
19555,bağlayıbsınız,1,1
19556,bağlayır,1,1
19557,bağlayırıq,1,1
19558,bağlıdı,1,1
19559,bağlıya,1,1
19560,bağlıyıb,1,1
19561,bağnm,1,1
19562,bağnmı,1,1
19563,bağri,1,1
19564,bağrıdır,1,1
19565,bağrımdadır,1,1
19566,bağrımnı,1,1
19567,bağrından,1,1
19568,bağrınız,1,1
19569,bağrıqan,1,1
19570,bağrısəngi,1,1
19571,bağrıtək,1,1
19572,bağçalar,1,1
19573,bağçaların,1,1
19574,bağçanı,1,1
19575,bağçası,1,1
19576,bağçasıda,1,1
19577,bağçasında,1,1
19578,bağçasından,1,1
19579,bağçasının,1,1
19580,bağçaya,1,1
19581,bağıdad,1,1
19582,bağıdan,1,1
19583,bağılamaz,1,1
19584,bağılandı,1,1
19585,bağıra,1,1
19586,bağırlı,1,1
19587,bağırsağları,1,1
19588,bağırtısı,1,1
19589,bağırıb,1,1
19590,bağışlandı,1,1
19591,bağışlansa,1,1
19592,bağışlaram,1,1
19593,bağışlardı,1,1
19594,bağışlaya,1,1
19595,bağışlayar,1,1
19596,bağışlayıblar,1,1
19597,bağışlayır,1,1
19598,başadək,1,1
19599,başaqçı,1,1
19600,başatan,1,1
19601,başbilənnəri,1,1
19602,başbilənnərinnən,1,1
19603,başdadın,1,1
19604,başdamamış,1,1
19605,başdamışdı,1,1
19606,başdanayağa,1,1
19607,başdandı,1,1
19608,başdıbaşınalıx,1,1
19609,başdıbaşınalığı,1,1
19610,başdıyıfdı,1,1
19611,başimdir,1,1
19612,başin,1,1
19613,başini,1,1
19614,başinçün,1,1
19615,başinǝ,1,1
19616,başiylə,1,1
19617,başladın,1,1
19618,başlamalı,1,1
19619,başlamış,1,1
19620,başlanğıclarının,1,1
19621,başlaram,1,1
19622,başlardakı,1,1
19623,başlarü,1,1
19624,başlayan,1,1
19625,başlayarıq,1,1
19626,başlayıbdı,1,1
19627,başlayım,1,1
19628,başlıqdı,1,1
19629,başm,1,1
19630,başma,1,1
19631,başqaca,1,1
19632,başqadır,1,1
19633,başqalardan,1,1
19634,başqalarına,1,1
19635,başqalarını,1,1
19636,başqasının,1,1
19637,başqırxani,1,1
19638,başuvuzçun,1,1
19639,başçıdır,1,1
19640,başçıları,1,1
19641,başçıların,1,1
19642,başçısı,1,1
19643,başçısıdır,1,1
19644,başçısına,1,1
19645,başüstə,1,1
19646,başıdır,1,1
19647,başımızdan,1,1
19648,başımızı,1,1
19649,başımə,1,1
19650,başındadır,1,1
19651,başınnan,1,1
19652,başınızı,1,1
19653,başıqarlı,1,1
19654,başıyam,1,1
19655,başədək,1,1
19656,başəna,1,1
19657,baхanın,1,1
19658,baхarsan,1,1
19659,baхdım,1,1
19660,baхmağa,1,1
19661,baхü,1,1
19662,baхın,1,1
19663,baхışı,1,1
19664,becərdim,1,1
19665,becərildi,1,1
19666,becərin,1,1
19667,becərə,1,1
19668,behbud,1,1
19669,behcəti,1,1
19670,behcətü,1,1
19671,behinzadeyi,1,1
19672,behişdə,1,1
19673,behişdən,1,1
19674,behiştasar,1,1
19675,behiştdə,1,1
19676,behiştü,1,1
19677,behman,1,1
19678,behtərdir,1,1
19679,behəmdüllah,1,1
19680,behəqqi,1,1
19681,behərsiz,1,1
19682,bekami,1,1
19683,bekar,1,1
19684,bela,1,1
19685,belası,1,1
19686,beldi,1,1
19687,beldə,1,1
19688,beli,1,1
19689,belimdə,1,1
19690,belimdәn,1,1
19691,belindǝ,1,1
19692,belindəki,1,1
19693,belindәn,1,1
19694,belinǝ,1,1
19695,belli,1,1
19696,bellinin,1,1
19697,belçikada,1,1
19698,belǝ,1,1
19699,beləcə,1,1
19700,beləliklə,1,1
19701,belələrindən,1,1
19702,belә,1,1
19703,bendim,1,1
19704,berdanqa,1,1
19705,berdon,1,1
19706,beruzi,1,1
19707,bes,1,1
19708,besər,1,1
19709,betərdi,1,1
19710,bexab,1,1
19711,bey,1,1
19712,beydǝqi,1,1
19713,beydən,1,1
19714,beyi,1,1
19715,beyini,1,1
19716,beyinləri,1,1
19717,beynimi,1,1
19718,beynin,1,1
19719,beynində,1,1
19720,beysəmər,1,1
19721,beytim,1,1
19722,beytin,1,1
19723,beytullah,1,1
19724,beytüllah,1,1
19725,beytüllahdan,1,1
19726,beytülmüqəddəsin,1,1
19727,beyzadır,1,1
19728,beyzan,1,1
19729,beyzası,1,1
19730,beyzavi,1,1
19731,beyzəsin,1,1
19732,beyııəvaya,1,1
19733,bezmişəm,1,1
19734,bezə,1,1
19735,bezənhabezən,1,1
19736,beççələri,1,1
19737,beşaltı,1,1
19738,beşcə,1,1
19739,beşim,1,1
19740,beşinlə,1,1
19741,beşiyi,1,1
19742,beşiyinə,1,1
19743,beşlik,1,1
19744,beǝbdeh,1,1
19745,biabırçılıqdır,1,1
19746,biar,1,1
19747,bibak,1,1
19748,bibaklər,1,1
19749,bibǝsǝr,1,1
19750,bibədəl,1,1
19751,bibəqadır,1,1
19752,bibəsirətdir,1,1
19753,bicadır,1,1
19754,bicanü,1,1
19755,bicliyi,1,1
19756,bicləri,1,1
19757,bicürmü,1,1
19758,bicəvaz,1,1
19759,bidaddən,1,1
19760,bidadi,1,1
19761,bidadilə,1,1
19762,bidadindən,1,1
19763,bidadı,1,1
19764,bidadın,1,1
19765,bidamağ,1,1
19766,bidarım,1,1
19767,bidarə,1,1
19768,bidayətim,1,1
19769,bidayətsiz,1,1
19770,bidinü,1,1
19771,bidərddir,1,1
19772,bidərdlər,1,1
19773,bidərdlərə,1,1
19774,bidərman,1,1
19775,bidərmanü,1,1
19776,bidәrd,1,1
19777,bidәtlәr,1,1
19778,bie,1,1
19779,bietibar,1,1
19780,bieyni,1,1
19781,bifər,1,1
19782,biganələri,1,1
19783,biganələrlə,1,1
19784,biganəsən,1,1
19785,bigirandır,1,1
19786,biguman,1,1
19787,bigümandır,1,1
19788,bigünah,1,1
19789,bigəran,1,1
19790,biha,1,1
19791,bihari,1,1
19792,bihayilü,1,1
19793,bihudəgərd,1,1
19794,bihudəmdə,1,1
19795,bihörmət,1,1
19796,bihümmət,1,1
19797,bihünər,1,1
19798,bihünərdü,1,1
19799,bihǝya,1,1
19800,bihəmd,1,1
19801,bihəmta,1,1
19802,bihəmtasinə,1,1
19803,bihəmtayə,1,1
19804,bihəya,1,1
19805,bihəyadır,1,1
19806,biilqardan,1,1
19807,biiman,1,1
19808,biixtiyarımdan,1,1
19809,biixtiyarımdır,1,1
19810,biixtiyarın,1,1
19811,biixtiyarə,1,1
19812,bijəni,1,1
19813,bikini,1,1
19814,bikrü,1,1
19815,bikə,1,1
19816,bikəran,1,1
19817,bikəsi,1,1
19818,bikəsü,1,1
19819,bikеf,1,1
19820,bikеfdir,1,1
19821,bilaхələldir,1,1
19822,bildigim,1,1
19823,bildiklərin,1,1
19824,bildiklərini,1,1
19825,bildimsə,1,1
19826,bildinmi,1,1
19827,bildirmi,1,1
19828,bildirmǝyǝn,1,1
19829,bildirmək,1,1
19830,bildirməyə,1,1
19831,bildirməz,1,1
19832,bildirçinə,1,1
19833,bildirər,1,1
19834,bildiyim,1,1
19835,bildiyin,1,1
19836,bilen,1,1
19837,bilginən,1,1
19838,bili,1,1
19839,bilibdir,1,1
19840,bilibsənmi,1,1
19841,biliflər,1,1
19842,biliksiz,1,1
19843,biliksizlikdir,1,1
19844,bilinir,1,1
19845,biliniz,1,1
19846,bilinər,1,1
19847,bilirdimsə,1,1
19848,bilirdin,1,1
19849,bilirmola,1,1
19850,bilirsiniz,1,1
19851,bilisanü,1,1
19852,bilisen,1,1
19853,bilisər,1,1
19854,bilittifaq,1,1
19855,biliyilə,1,1
19856,biliyimi,1,1
19857,billik,1,1
19858,billür,1,1
19859,bilmirsənsə,1,1
19860,bilmiyəjəhlər,1,1
19861,bilmiyən,1,1
19862,bilmiyənnər,1,1
19863,bilmişdim,1,1
19864,bilmişidik,1,1
19865,bilmişəm,1,1
19866,bilmyəjəm,1,1
19867,bilmǝk,1,1
19868,bilmǝyǝnǝ,1,1
19869,bilmǝzsǝn,1,1
19870,bilmə,1,1
19871,bilmədik,1,1
19872,bilmədiyim,1,1
19873,bilmədiyinə,1,1
19874,bilməkdə,1,1
19875,bilməməkdir,1,1
19876,bilməsin,1,1
19877,bilməyendən,1,1
19878,bilməyibsən,1,1
19879,bilməyim,1,1
19880,bilməyin,1,1
19881,bilməyir,1,1
19882,bilməyəcək,1,1
19883,bilməyəcəksən,1,1
19884,bilməyəcəm,1,1
19885,bilməyəm,1,1
19886,bilməyənçün,1,1
19887,bilməyənə,1,1
19888,bilməzmidim,1,1
19889,bilməzmisən,1,1
19890,bilmәyirsiz,1,1
19891,bilmәyәn,1,1
19892,bilqeysə,1,1
19893,bilseydim,1,1
19894,bilsəvab,1,1
19895,bilsә,1,1
19896,bilxatimə,1,1
19897,bilürmǝn,1,1
19898,bilüsən,1,1
19899,bilǝn,1,1
19900,bilǝnlǝr,1,1
19901,bilǝnǝ,1,1
19902,biləkli,1,1
19903,biləklim,1,1
19904,biləklərin,1,1
19905,bilələr,1,1
19906,biləməz,1,1
19907,biləndir,1,1
19908,bilənlərdən,1,1
19909,bilənəkdə,1,1
19910,bilərdimi,1,1
19911,bilərik,1,1
19912,bilərsinizmi,1,1
19913,bilərsiz,1,1
19914,biləsincə,1,1
19915,biləyi,1,1
19916,biləyim,1,1
19917,bilә,1,1
19918,bima,1,1
19919,biman,1,1
19920,bimandır,1,1
19921,bimardən,1,1
19922,bimarinə,1,1
19923,bimarlıq,1,1
19924,bimarü,1,1
19925,bimarın,1,1
19926,bimarındadır,1,1
19927,bimarının,1,1
19928,bimehrdən,1,1
19929,bimehrlə,1,1
19930,bimehrə,1,1
19931,biminnət,1,1
19932,bimisali,1,1
19933,bimisalın,1,1
19934,bimisli,1,1
19935,bimislü,1,1
19936,bimislə,1,1
19937,bimunisü,1,1
19938,bimü,1,1
19939,bimüddəti,1,1
19940,bimürvərt,1,1
19941,bimürvətin,1,1
19942,bimürüvvətü,1,1
19943,bimə,1,1
19944,bimədar,1,1
19945,biməksü,1,1
19946,biməlali,1,1
19947,biməqamü,1,1
19948,biməsləhət,1,1
19949,bin,1,1
19950,binadü,1,1
19951,binadəndir,1,1
19952,binaguşində,1,1
19953,binaguşinə,1,1
19954,binaguşlum,1,1
19955,binaguşunda,1,1
19956,binalər,1,1
19957,binamü,1,1
19958,binan,1,1
19959,binişan,1,1
19960,binişandır,1,1
19961,binişani,1,1
19962,binişansan,1,1
19963,binişanı,1,1
19964,binnəsl,1,1
19965,binǝsib,1,1
19966,binəraaz,1,1
19967,binəsib,1,1
19968,binəvadən,1,1
19969,binəvalərdən,1,1
19970,binəvanın,1,1
19971,binəvasan,1,1
19972,binəvayi,1,1
19973,binəzir,1,1
19974,bipayana,1,1
19975,bipayanıdır,1,1
19976,bipayanım,1,1
19977,bipir,1,1
19978,bipərvayə,1,1
19979,biqeyrətü,1,1
19980,biqüsur,1,1
19981,biqüsuru,1,1
19982,biqəməm,1,1
19983,biqərar,1,1
19984,biqərara,1,1
19985,biqərarü,1,1
19986,biqərarımdan,1,1
19987,biqərarə,1,1
19988,biqəş,1,1
19989,birbir,1,1
19990,birbirinin,1,1
19991,birbirinizə,1,1
19992,bircəciyinin,1,1
19993,bircək,1,1
19994,birdə,1,1
19995,birdəm,1,1
19996,birevli,1,1
19997,birgün,1,1
19998,birgünlük,1,1
19999,birikdi,1,1
20000,birilərində,1,1
20001,birim,1,1
20002,birimiz,1,1
20003,birimizi,1,1
20004,birinc,1,1
20005,birincin,1,1
20006,birinizi,1,1
20007,birinnən,1,1
20008,birisidir,1,1
20009,birisindən,1,1
20010,birisini,1,1
20011,birisinin,1,1
20012,biriya,1,1
20013,biriydi,1,1
20014,birlik,1,1
20015,birlərilə,1,1
20016,birləşdik,1,1
20017,birləşdiriblər,1,1
20018,birləşdirir,1,1
20019,birləşdirəcəkdir,1,1
20020,birləşir,1,1
20021,birləşsələr,1,1
20022,birləşsən,1,1
20023,birləşə,1,1
20024,birləşəndə,1,1
20025,birləşərsə,1,1
20026,birləşəsən,1,1
20027,birmidir,1,1
20028,birnin,1,1
20029,birnəfəsə,1,1
20030,birsə,1,1
20031,birun,1,1
20032,birçəyi,1,1
20033,birçəyindən,1,1
20034,birəhmlər,1,1
20035,birəhmə,1,1
20036,birənc,1,1
20037,birəngəm,1,1
20038,birər,1,1
